ID,stream,position,trap,time,order,suborder,family,subfamily,genus,species,number,comment,label on Eppi (y/n),same as in table,
3174,Kropsbach,down,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,56,,n,,
3175,Kropsbach,down,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,rhodani,4,,n,,
3176,Kropsbach,down,2,2018-04-26,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3177,Dierbach,down,1,2018-04-26,Coleoptera,,,,,,4,,y,y,
3178,Dierbach,down,1,2018-04-26,Arachnida,,Araneae,,,,1,,n,,
3179,Dierbach,down,1,2018-04-26,Hymenoptera,,,,,,1,,n,,
3180,Dierbach,down,1,2018-04-26,Diptera,Nematocera,Simuliidae,,,,2,,n,,
3181,Dierbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,48,,n,,
3182,Dierbach,down,1,2018-04-26,Diptera,Brachycera,,,,,5,,n,,
3183,Dierbach,down,1,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3184,Dierbach,down,1,2018-04-26,Diptera,Nematocera,Sciaridae,,,,2,,n,,
3185,Russbach,down,1,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,,7,,y,y,
3186,Russbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,8,,n,,
3187,Modenbach,up,2,2018-04-26,Plecoptera,,Nemouridae,,Protonemura,,7,,y,y,
3188,Modenbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3189,Modenbach,up,2,2018-04-26,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,n,,
3190,Modenbach,up,2,2018-04-26,Ephemeroptera,,Baetidae,,Baetis,macani,3,,n,,
3191,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Simuliidae,,,,2,,y,y,
3192,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Chironomidae,,,,19,,n,,
3193,Triefenbach,down,1,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3194,Triefenbach,up,2,2018-04-26,Coleoptera,,,,,,1,,y,y,
3195,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Simuliidae,,,,3,,n,,
3196,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Chironomidae,,,,56,,n,,
3197,Triefenbach,up,2,2018-04-26,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3198,Isenach,down,1,2018-05-15,Coleoptera,,,,,,13,,y,y,
3199,Isenach,down,1,2018-05-15,Diptera,Brachycera,,,,,8,,n,,
3200,Isenach,down,1,2018-05-15,Diptera,Nematocera,Psychodidae,,,,1,,n,,
3201,Isenach,down,1,2018-05-15,Trichoptera,,Hydroptilidae,,,,1,,n,,
3202,Isenach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,195,,n,,
3203,Isenach,down,1,2018-05-15,Arachnida,,Araneae,,,,2,,n,,
3204,Isenach,down,1,2018-05-15,Diptera,Nematocera,Ceratopogonidae,,,,1,,n,,
3205,Isenach,up,1,2018-05-15,Plecoptera,,Nemouridae,,Protonemura,,1,,y,y,
3206,Isenach,up,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,5,,n,,
3207,Dierbach,down,2,2018-05-17,Coleoptera,,,,,,9,,y,y,
3208,Dierbach,down,2,2018-05-17,Diptera,Brachycera,,,,,2,,n,,
3209,Dierbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3210,Dierbach,down,2,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3211,Modenbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,1,,y,y,
3212,Modenbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3213,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Simuliidae,,,,1,,y,y,
3214,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,24,,n,,
3215,Triefenbach,up,2,2018-05-15,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3216,Triefenbach,up,2,2018-05-15,Ephemeroptera,,Ephemeridae,,Ephemera,danica,1,,n,,
3217,Hainbach,down,1,2018-05-15,Coleoptera,,,,,,36,,y,y,
3218,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,43,,n,,
3219,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Simuliidae,,,,6,,n,,
3220,Hainbach,down,1,2018-05-15,Diptera,Brachycera,,,,,3,,n,,
3221,Hainbach,down,1,2018-05-15,Diptera,Nematocera,Psychodidae,,,,2,,n,,
3222,Hainbach,down,1,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,,9,,n,,
3223,Hainbach,down,2,2018-05-22,Coleoptera,,,,,,15,,y,y,
3224,Hainbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,15,,n,,
3225,Hainbach,down,2,2018-05-22,Diptera,Brachycera,,,,,3,,n,,
3226,Hainbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3227,Kropsbach,up,2,2018-05-15,Coleoptera,,,,,,5,,y,y,
3228,Kropsbach,up,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3229,Kropsbach,up,2,2018-05-15,Diptera,Nematocera,Limoniidae,,,,1,,n,,
3230,Kropsbach,up,2,2018-05-15,Diptera,Brachycera,Empididae,,,,1,,n,,
3231,Kropsbach,up,2,2018-05-15,Diptera,Brachycera,,,,,4,,n,,
3232,Modenbach,down,1,2018-05-15,Coleoptera,,,,,,9,,y,y,
3233,Modenbach,down,1,2018-05-15,Arachnida,,Araneae,,,,1,,n,,
3234,Modenbach,down,1,2018-05-15,Hymenoptera,,,,,,1,,n,,
3235,Modenbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3236,Modenbach,down,1,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3237,Modenbach,down,1,2018-05-15,Plecoptera,,Nemouridae,,Protonemura,,2,,n,,
3238,Modenbach,down,1,2018-05-15,Trichoptera,,,,,,2,zu kaputt für weitere bestimmung,n,,
3239,Modenbach,down,1,2018-05-15,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
3240,Hainbach,down,2,2018-05-15,Coleoptera,,,,,,19,,y,y,
3241,Hainbach,down,2,2018-05-15,Hymenoptera,,,,,,1,,n,,
3242,Hainbach,down,2,2018-05-15,Diptera,Nematocera,Mycetophilidae,,,,1,,n,,
3243,Hainbach,down,2,2018-05-15,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3244,Hainbach,up,1,2018-05-15,Coleoptera,,,,,,6,,y,y,
3245,Hainbach,up,1,2018-05-15,Hymenoptera,,,,,,2,,n,,
3246,Hainbach,up,1,2018-05-15,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,n,,
3247,Modenbach,down,2,2018-05-15,Coleoptera,,,,,,1,,y,y,
3248,Modenbach,down,2,2018-05-15,Arachnida,,Araneae,,,,1,,n,,
3249,Modenbach,down,2,2018-05-15,Sonstige,,,,,,1,,n,,
3250,Modenbach,down,2,2018-05-15,Diptera,Brachycera,,,,,1,,n,,
3251,Modenbach,down,2,2018-05-15,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3252,Triefenbach,down,1,2018-05-15,Coleoptera,,,,,,5,,y,y,
3253,Triefenbach,down,1,2018-05-15,Diptera,Nematocera,Chironomidae,,,,36,,n,,
3254,Triefenbach,down,1,2018-05-15,Diptera,Nematocera,Limoniidae,,,,2,,n,,
3255,Triefenbach,down,1,2018-05-15,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3256,Triefenbach,down,1,2018-05-15,Ephemeroptera,,Baetidae,,Baetis,rhodani,4,,n,,
3257,Triefenbach,down,1,2018-05-15,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,1,,n,,
3258,Triefenbach,down,1,2018-05-15,Sonstige,,,,,,1,wanze,n,,
3259,Triefenbach,up,2,2018-05-22,Sonstige,,,,,,2,Collembole,y,y,
3260,Triefenbach,up,2,2018-05-22,Diptera,Brachycera,,,,,2,,n,,
3261,Triefenbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,9,,n,,
3262,Kropsbach,down,2,2018-05-17,Coleoptera,,,,,,4,,y,y,
3263,Kropsbach,down,2,2018-05-17,Diptera,Brachycera,,,,,3,,n,,
3264,Kropsbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3265,Otterbach,up,1,2018-05-17,Coleoptera,,,,,,1,,y,y,
3266,Otterbach,up,1,2018-05-17,Sonstige,,,,,,1,raupe,n,,
3267,Otterbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3268,Otterbach,up,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,7,,n,,
3269,Triefenbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,n,,
3270,Otterbach,up,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3271,Modenbach,down,2,2018-05-17,Coleoptera,,,,,,6,,y,y,
3272,Modenbach,down,2,2018-05-17,Sonstige,,,,,,5,asseln,n,,
3273,Modenbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3274,Modenbach,down,2,2018-05-17,Diptera,,,,,,1,,n,,
3275,Modenbach,down,2,2018-05-17,Diptera,Brachycera,,,,,1,,n,,
3276,Triefenbach,up,2,2018-05-22,Trichoptera,,Hydroptilidae,,,,1,,n,,
3277,Modenbach,down,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3278,Triefenbach,up,2,2018-05-22,Trichoptera,,Hydroptilidae,,,,1,zu viele Merkmale fehlen,n,,
3279,Kaiserbach,up,2,2018-05-17,Sonstige,,,,,,2,"larve, raupe",y,y,
3280,Kaiserbach,up,2,2018-05-17,Coleoptera,,,,,,1,,n,,
3281,Russbach,down,2,2018-05-17,Coleoptera,,,,,,5,,y,y,
3282,Russbach,down,2,2018-05-17,Diptera,Brachycera,,,,,4,,n,,
3283,Russbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3284,Russbach,down,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,1,,n,,
3285,Russbach,down,2,2018-05-17,Diptera,Nematocera,Ceratopogonidae,,,,1,,n,,
3286,Isenach,down,2,2018-05-17,Coleoptera,,,,,,6,,y,y,
3287,Isenach,down,2,2018-05-17,Sonstige,,,,,,4,zikade,n,,
3288,Isenach,down,2,2018-05-17,Hymenoptera,,,,,,1,,n,,
3289,Isenach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,32,,n,,
3290,Kropsbach,down,1,2018-05-17,Diptera,Brachycera,,,,,27,,y,y,
3291,Kropsbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,38,,n,,
3292,Kropsbach,down,1,2018-05-17,Hymenoptera,,,,,,1,,n,,
3293,Kropsbach,down,1,2018-05-17,Coleoptera,,,,,,1,,n,,
3294,Hainbach,up,2,2018-05-17,Coleoptera,,,,,,1,,y,y,
3295,Hainbach,up,2,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3296,Hainbach,up,2,2018-05-17,Diptera,Brachycera,,,,,2,,n,,
3297,Triefenbach,down,2,2018-05-17,Coleoptera,,,,,,1,,y,y,
3298,Triefenbach,down,2,2018-05-17,Diptera,Brachycera,,,,,1,,n,,
3299,Triefenbach,down,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,2,,n,,
3300,Triefenbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,27,,n,,
3301,Triefenbach,down,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
3302,Hainbach,down,1,2018-05-17,Coleoptera,,,,,,2,,y,y,
3303,Hainbach,down,1,2018-05-17,Hymenoptera,,,,,,1,,n,,
3304,Hainbach,down,1,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3305,Hainbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,4,,n,,
3306,Hainbach,down,1,2018-05-17,Diptera,Nematocera,Psychodidae,,,,1,,n,,
3307,Modenbach,up,1,2018-05-17,Coleoptera,,,,,,1,,y,y,
3308,Modenbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3309,Modenbach,up,1,2018-05-17,Diptera,Brachycera,,,,,2,,n,,
3310,Modenbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3311,Modenbach,up,1,2018-05-17,Trichoptera,,Hydroptilidae,,,,2,,n,,
3312,Modenbach,up,1,2018-05-17,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
3313,Isenach,down,1,2018-05-17,Coleoptera,,,,,,6,,y,y,
3314,Isenach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,55,,n,,
3315,Otterbach,up,2,2018-05-17,Coleoptera,,,,,,2,,y,y,
3316,Otterbach,up,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,1,,n,,
3317,Otterbach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3318,Isenach,down,1,2018-05-17,Hymenoptera,,,,,,1,,n,,
3319,Isenach,down,1,2018-05-17,Trichoptera,,Hydroptilidae,,,,1,,n,,
3320,Dierbach,up,2,2018-05-17,Coleoptera,,,,,,12,,y,y,
3321,Dierbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3322,Dierbach,up,2,2018-05-17,Diptera,Nematocera,Chaoboridae,,,,1,,n,,
3323,Dierbach,up,2,2018-05-17,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3324,Isenach,up,1,2018-05-17,Diptera,Nematocera,Ptychopteridae,,,,1,,y,y,
3325,Isenach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3326,Kropsbach,up,2,2018-05-17,Coleoptera,,,,,,1,,y,y,
3327,Kropsbach,up,2,2018-05-17,Diptera,Brachycera,Empididae,,,,1,,n,,
3328,Kropsbach,up,2,2018-05-17,Diptera,Brachycera,,,,,1,,n,,
3329,Kropsbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,47,,n,,
3330,Kropsbach,up,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,1,,n,,
3331,Kropsbach,up,2,2018-05-17,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
3332,Kropsbach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3333,Kropsbach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Nemurella,pictetii,1,,n,,
3334,Isenach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3335,Kaiserbach,down,1,2018-05-17,Coleoptera,,,,,,11,,y,y,
3336,Kaiserbach,down,1,2018-05-17,Sonstige,,,,,,2,assel,n,,
3337,Kaiserbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,5,,n,,
3338,Kaiserbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,12,,n,,
3339,Kaiserbach,down,1,2018-05-17,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3340,Kaiserbach,down,1,2018-05-17,Trichoptera,,Psychomyidae,,,,1,,n,,
3341,Kaiserbach,down,2,2018-05-17,Arachnida,,Araneae,,,,1,,y,y,
3342,Kaiserbach,down,2,2018-05-17,Coleoptera,,,,,,1,,n,,
3343,Kaiserbach,down,2,2018-05-17,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,merkmale matschig und/oder nicht vorhanden,n,,
3344,Russbach,up,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,1,,y,y,
3345,Russbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3346,Russbach,up,2,2018-05-17,Trichoptera,,Hydroptilidae,,,,1,,n,,
3347,Kaiserbach,up,1,2018-05-17,Coleoptera,,,,,,3,,y,y,
3348,Kaiserbach,up,1,2018-05-17,Diptera,Nematocera,Ptychopteridae,,,,1,,n,,
3349,Kaiserbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3350,Kaiserbach,up,1,2018-05-17,Diptera,Brachycera,,,,,1,,n,,
3351,Klingbach,down,2,2018-05-17,Coleoptera,,,,,,7,,y,y,
3352,Klingbach,down,2,2018-05-17,Diptera,Nematocera,Psychodidae,,,,2,,n,,
3353,Klingbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3354,Klingbach,down,2,2018-05-17,Sonstige,,,,,,1,raupe,n,,
3355,Isenach,up,2,2018-05-17,Sonstige,,,,,,2,assel,y,y,
3356,Isenach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3357,Isenach,up,2,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3358,Isenach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,2,,n,,
3359,Isenach,up,2,2018-05-17,Ephemeroptera,,Ephemeridae,,Ephemera,danica,1,,n,,
3360,Russbach,up,1,2018-05-17,Coleoptera,,,,,,10,,y,,
3361,Russbach,up,1,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3362,Triefenbach,down,1,2018-05-17,Coleoptera,,,,,,3,,y,y,
3363,Triefenbach,down,1,2018-05-17,Diptera,Nematocera,,,,,1,,n,,
3364,Triefenbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,4,,n,,
3365,Triefenbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3366,Triefenbach,down,1,2018-05-17,Sonstige,,,,,,1,,n,,
3367,Modenbach,up,2,2018-05-17,Coleoptera,,,,,,1,,y,y,
3368,Hainbach,up,1,2018-05-17,Coleoptera,,,,,,2,,y,y,
3369,Hainbach,up,1,2018-05-17,Hymenoptera,,,,,,1,,n,,
3370,Kropsbach,up,1,2018-05-17,Coleoptera,,,,,,1,,y,y,
3371,Kropsbach,up,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3372,Kropsbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,2,,n,,
3373,Kropsbach,up,1,2018-05-17,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3374,Kropsbach,up,1,2018-05-17,Plecoptera,,Taeniopterygidae,,Brachyptera,,2,,n,,
3375,Triefenbach,up,1,2018-05-17,Coleoptera,,,,,,1,,y,y,
3376,Triefenbach,up,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3377,Dierbach,down,1,2018-05-17,Coleoptera,,,,,,1,,y,y,
3378,Dierbach,down,1,2018-05-17,Sonstige,,,,,,5,"tausendfüssler, collembola",n,,
3379,Dierbach,down,1,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3380,Otterbach,down,1,2018-05-17,Coleoptera,,,,,,111,,y,y,
3381,Otterbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3382,Otterbach,down,1,2018-05-17,Diptera,Nematocera,Bibionidae,,,,1,,n,,
3383,Otterbach,down,1,2018-05-17,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3384,Otterbach,down,1,2018-05-17,Hymenoptera,,,,,,1,,n,,
3385,Dierbach,up,1,2018-05-17,Coleoptera,,,,,,3,,y,y,
3386,Hainbach,down,2,2018-05-17,Coleoptera,,,,,,13,,y,y,
3387,Hainbach,down,2,2018-05-17,Arachnida,,Araneae,,,,1,,n,,
3388,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Psychodidae,,,,2,,n,,
3389,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3390,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,7,,n,,
3391,Hainbach,down,2,2018-05-17,Diptera,Nematocera,Limoniidae,,,,3,,n,,
3392,Hainbach,down,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3393,Klingbach,down,1,2018-05-17,Coleoptera,,,,,,13,,y,y,
3394,Klingbach,down,1,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,macani,5,,n,,
3395,Triefenbach,up,2,2018-05-17,Ephemeroptera,,Heptageniidae,,Ecdyonurus,lateralis,1,,y,,
3396,Triefenbach,up,2,2018-05-17,Ephemeroptera,,Baetidae,,Baetis,rhodani,1,,n,,
3397,Triefenbach,up,2,2018-05-17,Diptera,Nematocera,Chironomidae,,,,8,,n,,
3398,Triefenbach,up,2,2018-05-17,Trichoptera,,Hydroptilidae,,,,1,,n,,
3399,Russbach,down,1,2018-05-17,Coleoptera,,,,,,4,,y,y,
3400,Russbach,down,1,2018-05-17,Diptera,Brachycera,,,,,8,,n,,
3401,Russbach,down,1,2018-05-17,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3402,Modenbach,up,1,2018-05-22,Arachnida,,Araneae,,,,1,,y,y,
3403,Modenbach,up,1,2018-05-22,Coleoptera,,,,,,4,,n,,
3404,Modenbach,up,1,2018-05-22,Sonstige,,,,,,1,collembola,n,,
3405,Modenbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,4,,,,
3406,Modenbach,up,1,2018-05-22,Diptera,Brachycera,Empididae,,,,3,,n,,
3407,Isenach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,2,,y,y,
3408,Isenach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,3,,n,,
3409,Isenach,up,2,2018-05-22,Coleoptera,,,,,,1,,y,y,
3410,Isenach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3411,Isenach,up,2,2018-05-22,Diptera,Nematocera,Ptychopteridae,,,,1,,n,,
3412,Isenach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3413,Kaiserbach,down,2,2018-05-22,Coleoptera,,,,,,4,,y,y,
3414,Kaiserbach,down,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,2,,n,,
3415,Modenbach,up,1,2018-05-22,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
3416,Modenbach,up,1,2018-05-22,Trichoptera,,Hydroptilidae,,,,3,,n,,
3417,Otterbach,down,2.2,2018-05-22,Arachnida,,Araneae,,,,1,,y,y,
3418,Kaiserbach,up,1,2018-05-22,Coleoptera,,,,,,4,,y,y,
3419,Kaiserbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3420,Kaiserbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,1,,n,,
3421,Modenbach,up,2,2018-05-22,Coleoptera,,,,,,4,,y,y,
3422,Modenbach,up,2,2018-05-22,Hymenoptera,,,,,,1,,n,,
3423,Modenbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,6,,n,,
3424,Modenbach,up,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,,4,,n,,
3425,Modenbach,up,2,2018-05-22,Ephemeroptera,,Heptageniidae,,,,1,,n,,
3426,Modenbach,up,2,2018-05-22,Trichoptera,,Hydroptilidae,,,,6,,n,,
3427,Modenbach,up,2,2018-05-22,Trichoptera,,Rhyacophilidae,,Rhyacophila,,1,,n,,
3428,Modenbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Protonemura,,1,,n,,
3429,Otterbach,down,2.2,2018-05-22,Coleoptera,,,,,,41,,n,,
3430,Russbach,up,1,2018-05-22,Coleoptera,,,,,,5,,y,y,
3431,Russbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,6,,n,,
3432,Russbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,1,,n,,
3433,Klingbach,down,1,2018-05-22,Coleoptera,,,,,,56,,y,y,
3434,Klingbach,down,1,2018-05-22,Diptera,Nematocera,Ptychopteridae,,,,1,,n,,
3435,Klingbach,down,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3436,Otterbach,up,2,2018-05-22,Coleoptera,,,,,,1,,y,y,
3437,Otterbach,up,2,2018-05-22,Diptera,Nematocera,Sciaridae,,,,1,,n,,
3438,Otterbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3439,Otterbach,up,2,2018-05-22,Diptera,Brachycera,,,,,1,,n,,
3440,Otterbach,up,2,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,macani,16,,n,,
3441,Klingbach,down,1,2018-05-22,Arachnida,,Araneae,,,,1,,n,,
3442,Klingbach,down,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3443,Kropsbach,down,2,2018-05-22,Coleoptera,,,,,,3,,y,y,
3444,Kropsbach,down,2,2018-05-22,Arachnida,,Araneae,,,,2,,n,,
3445,Kropsbach,down,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,66,,n,,
3446,Kropsbach,down,2,2018-05-22,Diptera,Brachycera,,,,,12,,n,,
3447,Kropsbach,down,2,2018-05-22,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3448,Klingbach,down,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3449,Klingbach,up,2,2018-05-22,Sonstige,,,,,,1,ameise,y,y,
3450,Klingbach,up,2,2018-05-22,Coleoptera,,,,,,3,,n,,
3451,Klingbach,up,2,2018-05-22,Hymenoptera,,,,,,3,,n,,
3452,Klingbach,up,2,2018-05-22,Diptera,Brachycera,,,,,1,,n,,
3453,Kropsbach,down,2,2018-05-22,Trichoptera,,Psychomyidae,,,,2,,n,,
3454,Klingbach,up,2,2018-05-22,Diptera,Brachycera,Empididae,,,,3,,,,
3455,Otterbach,up,1,2018-05-22,Coleoptera,,,,,,5,,y,y,
3456,Otterbach,up,1,2018-05-22,Arachnida,,Araneae,,,,1,,n,,
3457,Otterbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,1,,n,,
3458,Klingbach,up,2,2018-05-22,Diptera,Nematocera,Chironomidae,,,,2,,n,,
3459,Russbach,down,2,2018-05-22,Coleoptera,,,,,,2,,y,y,
3460,Russbach,up,2,2018-05-22,Diptera,,,,,,1,,y,y,
3461,Klingbach,up,2,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3462,Kropsbach,up,2,2018-05-22,Coleoptera,,,,,,2,,y,y,
3463,Kropsbach,up,2,2018-05-22,Sonstige,,,,,,1,wanze,n,,
3464,Kropsbach,up,2,2018-05-22,Diptera,Brachycera,,,,,1,,n,,
3465,Kropsbach,up,2,2018-05-22,Diptera,Nematocera,Simuliidae,,,,1,,n,,
3466,Kropsbach,up,2,2018-05-22,Plecoptera,,Nemouridae,,Nemoura,,1,,n,,
3467,Kropsbach,up,2,2018-05-22,Plecoptera,,Taeniopterygidae,,Brachyptera,,1,,n,,
3468,Klingbach,up,1,2018-05-22,Coleoptera,,,,,,8,,y,y,
3469,Klingbach,up,1,2018-05-22,Hymenoptera,,,,,,3,,n,,
3470,Klingbach,up,1,2018-05-22,Diptera,Brachycera,Empididae,,,,1,,n,,
3471,Klingbach,up,1,2018-05-22,Diptera,Nematocera,Chironomidae,,,,4,,n,,
3472,Klingbach,up,1,2018-05-22,Ephemeroptera,,Baetidae,,Baetis,rhodani,4,,n,,
3473,Klingbach,up,1,2018-05-22,Trichoptera,,Hydropsychidae,,Hydropsyche,,1,,n,,
3474,Klingbach,up,1,2018-05-22,Trichoptera,,Sericostomatidae,,,,1,,n,,
