Site,Date,Variable,Direction,Qualifier,Value,Unit,Comment
Dierbach up,10/07/2018,land use: Agriculture,R,,NA,%,
Dierbach up,10/07/2018,land use: Housing,R,,5,%,
Dierbach up,10/07/2018,land use: Other,R,,NA,%,
Dierbach up,10/07/2018,Shading Elements (southwards),,,85,%,
Dierbach up,10/07/2018,Flooding of shore,,,no,,
Dierbach up,10/07/2018,Islands/Banks,,,no,,
Klingbach up,10/07/2018,distance housing,L,,NA,m,
Klingbach up,10/07/2018,distance housing,R,,NA,m,
Klingbach up,10/07/2018,distance street,L,,100,m,
Klingbach up,10/07/2018,distance street,R,,20,m,
Klingbach up,10/07/2018,height landscape-level,L,,1,m,
Klingbach up,10/07/2018,height landscape-level,R,,3,m,
Klingbach up,10/07/2018,distance landscape-level,L,,1,m,
Klingbach up,10/07/2018,distance landscape-level,R,,20,m,
Klingbach up,10/07/2018,Distance field,L,,>1000,m,
Klingbach up,10/07/2018,Distance field,R,,>1000,m,
Klingbach up,10/07/2018,curvature,,,4,,
Klingbach up,10/07/2018,Banks,,,rudiments,,Inselbänke
Klingbach up,10/07/2018,shore vegetation cover: Forest,L,,70,%,
Klingbach up,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover: Shrubbery,L,,20,%,
Klingbach up,10/07/2018,shore vegetation cover: Tall Forbs,L,,10,%,
Klingbach up,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Klingbach up,10/07/2018,shore vegetation height: Forest,L,,20,m,
Klingbach up,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Klingbach up,10/07/2018,shore vegetation height: Shrubbery,L,,4,m,
Klingbach up,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Klingbach up,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Klingbach up,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Klingbach up,10/07/2018,shore vegetation cover: Forest,R,,70,%,
Klingbach up,10/07/2018,shore vegetation cover: Reed,R,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover: Shrubbery,R,,20,%,
Klingbach up,10/07/2018,shore vegetation cover: Tall Forbs,R,,10,%,
Klingbach up,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Klingbach up,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Klingbach up,10/07/2018,shore vegetation height: Forest,R,,20,m,
Klingbach up,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Klingbach up,10/07/2018,shore vegetation height: Shrubbery,R,,4,m,
Klingbach up,10/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Klingbach up,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Klingbach up,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Klingbach up,10/07/2018,land use: Forest,L,,100,%,
Klingbach up,10/07/2018,land use: Fallow,L,,NA,%,
Klingbach up,10/07/2018,land use: Meadows & Pastures,L,,NA,%,
Klingbach up,10/07/2018,land use: Agriculture,L,,NA,%,
Klingbach up,10/07/2018,land use: Housing,L,,NA,%,
Klingbach up,10/07/2018,land use: Other,L,,NA,%,
Klingbach up,10/07/2018,land use: Forest,R,,100,%,
Klingbach up,10/07/2018,land use: Fallow,R,,NA,%,
Klingbach up,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Klingbach up,10/07/2018,land use: Agriculture,R,,NA,%,
Klingbach up,10/07/2018,land use: Housing,R,,NA,%,
Klingbach up,10/07/2018,land use: Other,R,,NA,%,
Klingbach up,10/07/2018,Shading Elements (southwards),,,80,%,
Klingbach up,10/07/2018,Flooding of shore,,,yes,,
Klingbach up,10/07/2018,Islands/Banks,,,one,,
Klingbach down,10/07/2018,distance housing,L,,>1000,m,
Klingbach down,10/07/2018,distance housing,R,,100,m,
Klingbach down,10/07/2018,distance street,L,,100,m,
Klingbach down,10/07/2018,distance street,R,,100,m,
Klingbach down,10/07/2018,height landscape-level,L,,1,m,
Klingbach down,10/07/2018,height landscape-level,R,,1,m,
Klingbach down,10/07/2018,distance landscape-level,L,,1,m,
Klingbach down,10/07/2018,distance landscape-level,R,,1,m,
Klingbach down,10/07/2018,Distance field,L,,10,m,
Klingbach down,10/07/2018,Distance field,R,,10,m,
Klingbach down,10/07/2018,curvature,,,6,,
Klingbach down,10/07/2018,Banks,,,rudiments,,Uferbänke
Klingbach down,10/07/2018,shore vegetation cover: Forest,L,,30,%,
Klingbach down,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover: Shrubbery,L,,50,%,
Klingbach down,10/07/2018,shore vegetation cover: Tall Forbs,L,,20,%,
Klingbach down,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Klingbach down,10/07/2018,shore vegetation height: Forest,L,,15,m,
Klingbach down,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Klingbach down,10/07/2018,shore vegetation height: Shrubbery,L,,3,m,
Klingbach down,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Klingbach down,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Klingbach down,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Klingbach down,10/07/2018,shore vegetation cover: Forest,R,,50,%,
Klingbach down,10/07/2018,shore vegetation cover: Reed,R,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover: Shrubbery,R,,10,%,
Klingbach down,10/07/2018,shore vegetation cover: Tall Forbs,R,,40,%,
Klingbach down,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Klingbach down,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Klingbach down,10/07/2018,shore vegetation height: Forest,R,,15,m,
Klingbach down,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Klingbach down,10/07/2018,shore vegetation height: Shrubbery,R,,2,m,
Klingbach down,10/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Klingbach down,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Klingbach down,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Klingbach down,10/07/2018,land use: Forest,L,,NA,%,
Klingbach down,10/07/2018,land use: Fallow,L,,NA,%,
Klingbach down,10/07/2018,land use: Meadows & Pastures,L,,50,%,
Klingbach down,10/07/2018,land use: Agriculture,L,,50,%,corn
Klingbach down,10/07/2018,land use: Housing,L,,NA,%,
Klingbach down,10/07/2018,land use: Other,L,,NA,%,
Klingbach down,10/07/2018,land use: Forest,R,,NA,%,
Klingbach down,10/07/2018,land use: Fallow,R,,NA,%,
Klingbach down,10/07/2018,land use: Meadows & Pastures,R,,50,%,
Klingbach down,10/07/2018,land use: Agriculture,R,,40,%,corn
Klingbach down,10/07/2018,land use: Housing,R,,10,%,
Klingbach down,10/07/2018,land use: Other,R,,NA,%,
Klingbach down,10/07/2018,Shading Elements (southwards),,,70,%,
Klingbach down,10/07/2018,Flooding of shore,,,yes,,
Klingbach down,10/07/2018,Islands/Banks,,,no,,
Kaiserbach down,10/07/2018,distance housing,L,,>1000,m,
Kaiserbach down,10/07/2018,distance housing,R,,1000,m,
Kaiserbach down,10/07/2018,distance street,L,,500,m,
Kaiserbach down,10/07/2018,distance street,R,,50,m,
Kaiserbach down,10/07/2018,height landscape-level,L,,2,m,
Kaiserbach down,10/07/2018,height landscape-level,R,,2,m,
Kaiserbach down,10/07/2018,distance landscape-level,L,,2,m,
Kaiserbach down,10/07/2018,distance landscape-level,R,,2,m,
Kaiserbach down,10/07/2018,Distance field,L,,10,m,
Kaiserbach down,10/07/2018,Distance field,R,,5,m,
Kaiserbach down,10/07/2018,curvature,,,6,,
Kaiserbach down,10/07/2018,Banks,,,rudiments,,Uferbänke
Kaiserbach down,10/07/2018,shore vegetation cover: Forest,L,,20,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Reed,L,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Shrubbery,L,,40,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Tall Forbs,L,,30,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Meadow,L,,10,%,
Kaiserbach down,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation height: Forest,L,,15,m,
Kaiserbach down,10/07/2018,shore vegetation height: Reed,L,,NA,m,
Kaiserbach down,10/07/2018,shore vegetation height: Shrubbery,L,,4,m,
Kaiserbach down,10/07/2018,shore vegetation height: Tall Forbs,L,,2,m,
Kaiserbach down,10/07/2018,shore vegetation height:  Meadow,L,,1,m,
Kaiserbach down,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Kaiserbach down,10/07/2018,shore vegetation cover: Forest,R,,20,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Reed,R,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Shrubbery,R,,50,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Tall Forbs,R,,30,%,
Kaiserbach down,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kaiserbach down,10/07/2018,shore vegetation height: Forest,R,,15,m,
Kaiserbach down,10/07/2018,shore vegetation height: Reed,R,,NA,m,
Kaiserbach down,10/07/2018,shore vegetation height: Shrubbery,R,,4,m,
Kaiserbach down,10/07/2018,shore vegetation height: Tall Forbs,R,,2,m,
Kaiserbach down,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Kaiserbach down,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kaiserbach down,10/07/2018,land use: Forest,L,,NA,%,
Kaiserbach down,10/07/2018,land use: Fallow,L,,NA,%,
Kaiserbach down,10/07/2018,land use: Meadows & Pastures,L,,40,%,
Kaiserbach down,10/07/2018,land use: Agriculture,L,,60,%,
Kaiserbach down,10/07/2018,land use: Housing,L,,NA,%,
Kaiserbach down,10/07/2018,land use: Other,L,,NA,%,
Kaiserbach down,10/07/2018,land use: Forest,R,,NA,%,
Kaiserbach down,10/07/2018,land use: Fallow,R,,NA,%,
Kaiserbach down,10/07/2018,land use: Meadows & Pastures,R,,30,%,
Kaiserbach down,10/07/2018,land use: Agriculture,R,,70,%,"vine, orchards"
Kaiserbach down,10/07/2018,land use: Housing,R,,NA,%,
Kaiserbach down,10/07/2018,land use: Other,R,,,%,
Kaiserbach down,10/07/2018,Shading Elements (southwards),,,80,%,
Kaiserbach down,10/07/2018,Flooding of shore,,,no,,
Kaiserbach down,10/07/2018,Islands/Banks,,,no,,
Kaiserbach up,10/07/2018,distance housing,L,,>1000,m,
Kaiserbach up,10/07/2018,distance housing,R,,>1000,m,
Kaiserbach up,10/07/2018,distance street,L,,150,m,
Kaiserbach up,10/07/2018,distance street,R,,300,m,
Kaiserbach up,10/07/2018,height landscape-level,L,,1,m,
Kaiserbach up,10/07/2018,height landscape-level,R,,1,m,
Kaiserbach up,10/07/2018,distance landscape-level,L,,1,m,
Kaiserbach up,10/07/2018,distance landscape-level,R,,1,m,
Kaiserbach up,10/07/2018,Distance field,L,,60,m,
Kaiserbach up,10/07/2018,Distance field,R,,>1000,m,
Kaiserbach up,10/07/2018,curvature,,,6,,
Kaiserbach up,10/07/2018,Banks,,,several,,Uferbänke
Kaiserbach up,10/07/2018,shore vegetation cover: Forest,L,,40,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Reed,L,,10,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Shrubbery,L,,30,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Tall Forbs,L,,20,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Meadow,L,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation cover:  Vegetation Free,L,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation cover:  Agriculture,L,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation height: Forest,L,,25,m,
Kaiserbach up,10/07/2018,shore vegetation height: Reed,L,,2,m,
Kaiserbach up,10/07/2018,shore vegetation height: Shrubbery,L,,3,m,
Kaiserbach up,10/07/2018,shore vegetation height: Tall Forbs,L,,1,m,
Kaiserbach up,10/07/2018,shore vegetation height:  Meadow,L,,NA,m,
Kaiserbach up,10/07/2018,shore vegetation height:  Agriculture,L,,NA,m,
Kaiserbach up,10/07/2018,shore vegetation cover: Forest,R,,40,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Reed,R,,10,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Shrubbery,R,,30,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Tall Forbs,R,,20,%,
Kaiserbach up,10/07/2018,shore vegetation cover: Meadow,R,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation cover:  Vegetation Free,R,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation cover:  Agriculture,R,,NA,%,
Kaiserbach up,10/07/2018,shore vegetation height: Forest,R,,25,m,
Kaiserbach up,10/07/2018,shore vegetation height: Reed,R,,2,m,
Kaiserbach up,10/07/2018,shore vegetation height: Shrubbery,R,,3,m,
Kaiserbach up,10/07/2018,shore vegetation height: Tall Forbs,R,,1,m,
Kaiserbach up,10/07/2018,shore vegetation height:  Meadow,R,,NA,m,
Kaiserbach up,10/07/2018,shore vegetation height:  Agriculture,R,,NA,m,
Kaiserbach up,10/07/2018,land use: Forest,L,,40,%,
Kaiserbach up,10/07/2018,land use: Fallow,L,,NA,%,
Kaiserbach up,10/07/2018,land use: Meadows & Pastures,L,,50,%,
Kaiserbach up,10/07/2018,land use: Agriculture,L,,NA,%,
Kaiserbach up,10/07/2018,land use: Housing,L,,NA,%,
Kaiserbach up,10/07/2018,land use: Other,L,,10,%,reeds
Kaiserbach up,10/07/2018,land use: Forest,R,,100,%,
Kaiserbach up,10/07/2018,land use: Fallow,R,,NA,%,
Kaiserbach up,10/07/2018,land use: Meadows & Pastures,R,,NA,%,
Kaiserbach up,10/07/2018,land use: Agriculture,R,,NA,%,
Kaiserbach up,10/07/2018,land use: Housing,R,,NA,%,
Kaiserbach up,10/07/2018,land use: Other,R,,NA,%,
Kaiserbach up,10/07/2018,Shading Elements (southwards),,,75,%,
Kaiserbach up,10/07/2018,Flooding of shore,,,no,,
Kaiserbach up,10/07/2018,Islands/Banks,,,no,,
